"Calendar year","Month","ABS remoteness area","Cause of injury","Age group","Sex","Road user","Counterparty","Count of cases","Bed days","Died_cases","Died_bed_days","Hospitalisations"
2019,"April","Remote","Traffic","0-7","Female","Car passenger","Car, pick-up truck or van",1,2,0,0,1
2019,"April","Remote","Traffic","0-7","Female","Car unknown position","Other and unspecified transport accidents",0,1,0,0,0
2019,"April","Remote","Traffic","0-7","Female","Pedal cyclist","Non-collision transport accident",0,1,0,0,0
2019,"April","Remote","Traffic","0-7","Male","Car passenger","Car, pick-up truck or van",1,3,0,0,1
2019,"April","Remote","Traffic","0-7","Male","Other or unknown","Other and unspecified transport accidents",1,1,0,0,1
2019,"April","Remote","Traffic","17-25","Female","Car driver","Car, pick-up truck or van",1,1,0,0,1
2019,"April","Remote","Traffic","17-25","Female","Car driver","Fixed or stationary object",2,2,0,0,2
2019,"April","Remote","Traffic","17-25","Female","Car passenger","Car, pick-up truck or van",1,1,0,0,1
2019,"April","Remote","Traffic","17-25","Female","Car passenger","Non-collision transport accident",1,1,0,0,1
2019,"April","Remote","Traffic","17-25","Female","Motorcyclist","Non-collision transport accident",1,1,0,0,1
2019,"April","Remote","Traffic","17-25","Female","Pedestrian","2- or 3- wheeled motor vehicle",1,1,0,0,1
2019,"April","Remote","Traffic","17-25","Male","Car driver","Fixed or stationary object",3,32,0,0,3
2019,"April","Remote","Traffic","17-25","Male","Car driver","Heavy transport vehicle or bus",1,1,0,0,1
2019,"April","Remote","Traffic","17-25","Male","Car driver","Non-collision transport accident",4,27,0,0,4
2019,"April","Remote","Traffic","17-25","Male","Car unknown position","Other and unspecified transport accidents",1,58,0,0,1
2019,"April","Remote","Traffic","17-25","Male","Motorcyclist","Car, pick-up truck or van",2,3,0,0,2
2019,"April","Remote","Traffic","17-25","Male","Motorcyclist","Non-collision transport accident",0,2,0,0,0
2019,"April","Remote","Traffic","17-25","Male","Motorcyclist","Other and unspecified transport accidents",2,2,0,0,2
2019,"April","Remote","Traffic","17-25","Male","Pedal cyclist","Other and unspecified transport accidents",0,1,0,0,0
2019,"April","Remote","Traffic","17-25","Male","Pedal cyclist","Pedal cycle",1,1,0,0,1
2019,"April","Remote","Traffic","17-25","Male","Pedestrian","Car, pick-up truck or van",1,1,0,0,1
2019,"April","Remote","Traffic","26-39","Female","Car driver","Car, pick-up truck or van",1,8,0,0,1
2019,"April","Remote","Traffic","26-39","Female","Car driver","Fixed or stationary object",2,3,0,0,2
2019,"April","Remote","Traffic","26-39","Female","Car driver","Non-collision transport accident",3,65,0,0,3
2019,"April","Remote","Traffic","26-39","Female","Car passenger","Non-collision transport accident",5,8,0,0,5
2019,"April","Remote","Traffic","26-39","Female","Motorcyclist","Non-collision transport accident",0,1,0,0,0
2019,"April","Remote","Traffic","26-39","Male","Car driver","Fixed or stationary object",2,32,0,0,2
2019,"April","Remote","Traffic","26-39","Male","Car driver","Heavy transport vehicle or bus",1,13,0,0,1
2019,"April","Remote","Traffic","26-39","Male","Car passenger","Non-collision transport accident",1,2,0,0,1
2019,"April","Remote","Traffic","26-39","Male","Motorcyclist","Non-collision transport accident",4,7,0,0,4
2019,"April","Remote","Traffic","26-39","Male","Motorcyclist","Other and unspecified transport accidents",1,1,0,0,1
2019,"April","Remote","Traffic","26-39","Male","Pedestrian","Car, pick-up truck or van",2,3,0,0,2
2019,"April","Remote","Traffic","26-39","Male","Pick-up truck or van occupant","Non-collision transport accident",1,1,0,0,1
2019,"April","Remote","Traffic","40-64","Female","Car driver","Pedestrian or animal",1,1,0,0,1
2019,"April","Remote","Traffic","40-64","Female","Car passenger","Car, pick-up truck or van",1,1,0,0,1
2019,"April","Remote","Traffic","40-64","Female","Heavy transport driver","Non-collision transport accident",2,10,0,0,2
2019,"April","Remote","Traffic","40-64","Female","Pedal cyclist","Other and unspecified transport accidents",1,4,0,0,1
2019,"April","Remote","Traffic","40-64","Female","Pedestrian","Car, pick-up truck or van",3,8,0,0,3
2019,"April","Remote","Traffic","40-64","Female","Pedestrian","Heavy transport vehicle or bus",1,8,0,0,1
2019,"April","Remote","Traffic","40-64","Male","Car driver","Fixed or stationary object",2,71,0,0,2
2019,"April","Remote","Traffic","40-64","Male","Car driver","Non-collision transport accident",1,3,0,0,1
2019,"April","Remote","Traffic","40-64","Male","Car driver","Pedestrian or animal",2,14,0,0,2
2019,"April","Remote","Traffic","40-64","Male","Car passenger","Non-collision transport accident",1,1,0,0,1
2019,"April","Remote","Traffic","40-64","Male","Heavy transport driver","Non-collision transport accident",1,2,0,0,1
2019,"April","Remote","Traffic","40-64","Male","Heavy transport unknown position","Other and unspecified transport accidents",0,2,0,0,0
2019,"April","Remote","Traffic","40-64","Male","Motorcyclist","Fixed or stationary object",0,56,0,0,0
2019,"April","Remote","Traffic","40-64","Male","Motorcyclist","Non-collision transport accident",2,12,0,0,2
2019,"April","Remote","Traffic","40-64","Male","Pedal cyclist","Fixed or stationary object",1,18,0,0,1
2019,"April","Remote","Traffic","40-64","Male","Pedal cyclist","Non-collision transport accident",2,6,0,0,2
2019,"April","Remote","Traffic","65-74","Female","Car driver","Car, pick-up truck or van",1,1,0,0,1
2019,"April","Remote","Traffic","65-74","Female","Car passenger","Non-collision transport accident",1,20,0,0,1
2019,"April","Remote","Traffic","65-74","Male","Car passenger","Car, pick-up truck or van",1,2,0,0,1
2019,"April","Remote","Traffic","65-74","Male","Pedal cyclist","Non-collision transport accident",1,2,0,0,1
2019,"April","Remote","Traffic","75+","Female","Other or unknown","Other and unspecified transport accidents",1,3,0,0,1
2019,"April","Remote","Traffic","8-16","Female","Bus occupant","Non-collision transport accident",1,1,0,0,1
2019,"April","Remote","Traffic","8-16","Female","Car passenger","Non-collision transport accident",2,2,0,0,2
2019,"April","Remote","Traffic","8-16","Female","Motorcyclist","Car, pick-up truck or van",1,8,0,0,1
2019,"April","Remote","Traffic","8-16","Male","Car passenger","Non-collision transport accident",1,2,0,0,1
2019,"April","Remote","Traffic","8-16","Male","Motorcyclist","Car, pick-up truck or van",1,11,0,0,1
2019,"April","Remote","Traffic","8-16","Male","Motorcyclist","Non-collision transport accident",6,18,0,0,6
2019,"April","Remote","Traffic","8-16","Male","Motorcyclist","Other and unspecified transport accidents",2,2,0,0,2
2019,"April","Remote","Traffic","8-16","Male","Pedal cyclist","Non-collision transport accident",2,2,0,0,2
2019,"April","Remote","Unknown traffic","0-7","Male","Not applicable","Not applicable",2,2,0,0,2
2019,"April","Remote","Unknown traffic","17-25","Female","Not applicable","Not applicable",3,9,0,0,3
2019,"April","Remote","Unknown traffic","17-25","Male","Not applicable","Not applicable",1,1,0,0,1
2019,"April","Remote","Unknown traffic","26-39","Female","Not applicable","Not applicable",3,5,0,0,3
2019,"April","Remote","Unknown traffic","26-39","Male","Not applicable","Not applicable",2,6,0,0,2
2019,"April","Remote","Unknown traffic","40-64","Female","Not applicable","Not applicable",1,22,0,0,1
2019,"April","Remote","Unknown traffic","40-64","Male","Not applicable","Not applicable",2,2,0,0,2
2019,"April","Remote","Unknown traffic","65-74","Male","Not applicable","Not applicable",1,1,0,0,1
2019,"April","Remote","Unknown traffic","75+","Female","Not applicable","Not applicable",0,5,0,0,0
2019,"April","Remote","Unknown traffic","75+","Male","Not applicable","Not applicable",1,13,0,0,1
2019,"April","Remote","Unknown traffic","8-16","Female","Not applicable","Not applicable",3,3,0,0,3
2019,"April","Remote","Unknown traffic","8-16","Male","Not applicable","Not applicable",5,5,0,0,5
2019,"August","Major Cities","All other trauma events","0-7","Female","Not applicable","Not applicable",729,916,0,0,729
2019,"August","Major Cities","All other trauma events","0-7","Male","Not applicable","Not applicable",1075,1334,0,0,1075
2019,"August","Major Cities","All other trauma events","17-25","Female","Not applicable","Not applicable",1234,2215,1,2,1233
2019,"August","Major Cities","All other trauma events","17-25","Male","Not applicable","Not applicable",2307,3814,2,10,2305
2019,"August","Major Cities","All other trauma events","26-39","Female","Not applicable","Not applicable",1400,2463,0,0,1400
2019,"August","Major Cities","All other trauma events","26-39","Male","Not applicable","Not applicable",2769,5244,1,1,2768
2019,"August","Major Cities","All other trauma events","26-39","intersex or indeterminate or missing","Not applicable","Not applicable",2,12,0,0,2
2019,"August","Major Cities","All other trauma events","40-64","Female","Not applicable","Not applicable",2827,8660,7,46,2820
2019,"August","Major Cities","All other trauma events","40-64","Male","Not applicable","Not applicable",3557,11658,7,19,3550
2019,"August","Major Cities","All other trauma events","65-74","Female","Not applicable","Not applicable",1523,10208,8,58,1515
2019,"August","Major Cities","All other trauma events","65-74","Male","Not applicable","Not applicable",1195,7048,11,65,1184
2019,"August","Major Cities","All other trauma events","75+","Female","Not applicable","Not applicable",4740,48664,70,752,4670
2019,"August","Major Cities","All other trauma events","75+","Male","Not applicable","Not applicable",2724,24954,57,490,2667
2019,"August","Major Cities","All other trauma events","8-16","Female","Not applicable","Not applicable",892,1164,0,0,892
2019,"August","Major Cities","All other trauma events","8-16","Male","Not applicable","Not applicable",1483,2005,0,0,1483
2019,"August","Major Cities","Medical events","0-7","Female","Not applicable","Not applicable",12273,33296,5,80,12268
2019,"August","Major Cities","Medical events","0-7","Male","Not applicable","Not applicable",16660,41998,10,68,16650
2019,"August","Major Cities","Medical events","0-7","intersex or indeterminate or missing","Not applicable","Not applicable",1,1,0,0,1
2019,"August","Major Cities","Medical events","17-25","Female","Not applicable","Not applicable",20685,45483,3,30,20682
2019,"August","Major Cities","Medical events","17-25","Male","Not applicable","Not applicable",9968,24738,3,52,9965
2019,"August","Major Cities","Medical events","17-25","intersex or indeterminate or missing","Not applicable","Not applicable",7,20,0,0,7
2019,"August","Major Cities","Medical events","26-39","Female","Not applicable","Not applicable",63138,138812,12,70,63126
2019,"August","Major Cities","Medical events","26-39","Male","Not applicable","Not applicable",24059,65818,17,173,24042
2019,"August","Major Cities","Medical events","26-39","intersex or indeterminate or missing","Not applicable","Not applicable",7,18,0,0,7
2019,"August","Major Cities","Medical events","40-64","Female","Not applicable","Not applicable",98850,201202,134,1490,98716
2019,"August","Major Cities","Medical events","40-64","Male","Not applicable","Not applicable",89926,193954,170,2163,89756
2019,"August","Major Cities","Medical events","40-64","intersex or indeterminate or missing","Not applicable","Not applicable",6,51,0,0,6
2019,"August","Major Cities","Medical events","65-74","Female","Not applicable","Not applicable",51835,119361,179,2092,51656
2019,"August","Major Cities","Medical events","65-74","Male","Not applicable","Not applicable",61048,132820,268,2977,60780
2019,"August","Major Cities","Medical events","75+","Female","Not applicable","Not applicable",58932,230290,804,7828,58128
2019,"August","Major Cities","Medical events","75+","Male","Not applicable","Not applicable",67015,208557,829,8003,66186
2019,"August","Major Cities","Medical events","75+","intersex or indeterminate or missing","Not applicable","Not applicable",3,3,0,0,3
2019,"August","Major Cities","Medical events","8-16","Female","Not applicable","Not applicable",5849,12938,0,23,5849
2019,"August","Major Cities","Medical events","8-16","Male","Not applicable","Not applicable",5968,10758,1,42,5967
2019,"August","Major Cities","Medical events","8-16","intersex or indeterminate or missing","Not applicable","Not applicable",1,1,0,0,1
2019,"August","Major Cities","Medical events","Missing","Male","Not applicable","Not applicable",1,110,0,0,1
2019,"August","Major Cities","Non-traffic","0-7","Female","Not applicable","Not applicable",10,13,0,0,10
2019,"August","Major Cities","Non-traffic","0-7","Male","Not applicable","Not applicable",24,49,0,0,24
2019,"August","Major Cities","Non-traffic","17-25","Female","Not applicable","Not applicable",16,31,0,0,16
2019,"August","Major Cities","Non-traffic","17-25","Male","Not applicable","Not applicable",102,250,0,0,102
2019,"August","Major Cities","Non-traffic","26-39","Female","Not applicable","Not applicable",25,85,0,0,25
2019,"August","Major Cities","Non-traffic","26-39","Male","Not applicable","Not applicable",140,384,0,0,140
2019,"August","Major Cities","Non-traffic","40-64","Female","Not applicable","Not applicable",26,84,0,0,26
2019,"August","Major Cities","Non-traffic","40-64","Male","Not applicable","Not applicable",167,692,0,0,167
2019,"August","Major Cities","Non-traffic","65-74","Female","Not applicable","Not applicable",12,61,0,0,12
2019,"August","Major Cities","Non-traffic","65-74","Male","Not applicable","Not applicable",23,270,0,0,23
2019,"August","Major Cities","Non-traffic","75+","Female","Not applicable","Not applicable",21,373,0,0,21
2019,"August","Major Cities","Non-traffic","75+","Male","Not applicable","Not applicable",16,138,1,1,15
2019,"August","Major Cities","Non-traffic","8-16","Female","Not applicable","Not applicable",25,45,0,0,25
2019,"August","Major Cities","Non-traffic","8-16","Male","Not applicable","Not applicable",99,552,0,0,99
2019,"August","Major Cities","Other transport","17-25","Male","Not applicable","Not applicable",9,15,0,0,9
2019,"August","Major Cities","Other transport","26-39","Male","Not applicable","Not applicable",5,5,0,0,5
2019,"August","Major Cities","Other transport","40-64","Female","Not applicable","Not applicable",2,12,0,0,2
2019,"August","Major Cities","Other transport","40-64","Male","Not applicable","Not applicable",16,63,0,0,16
2019,"August","Major Cities","Other transport","65-74","Female","Not applicable","Not applicable",4,15,0,0,4
2019,"August","Major Cities","Other transport","65-74","Male","Not applicable","Not applicable",2,115,0,0,2
2019,"August","Major Cities","Other transport","75+","Female","Not applicable","Not applicable",2,44,0,0,2
2019,"August","Major Cities","Other transport","75+","Male","Not applicable","Not applicable",3,53,0,0,3
2019,"August","Major Cities","Other transport","8-16","Female","Not applicable","Not applicable",2,2,0,0,2
2019,"August","Major Cities","Other transport","8-16","Male","Not applicable","Not applicable",2,2,0,0,2
2019,"August","Major Cities","Traffic","0-7","Female","Car passenger","Car, pick-up truck or van",2,3,0,0,2
2019,"August","Major Cities","Traffic","0-7","Female","Car passenger","Fixed or stationary object",2,23,0,0,2
2019,"August","Major Cities","Traffic","0-7","Female","Car passenger","Heavy transport vehicle or bus",1,1,0,0,1
2019,"August","Major Cities","Traffic","0-7","Female","Pedal cyclist","Fixed or stationary object",1,1,0,0,1
2019,"August","Major Cities","Traffic","0-7","Female","Pedal cyclist","Non-collision transport accident",2,3,0,0,2
2019,"August","Major Cities","Traffic","0-7","Female","Pedal cyclist","Other and unspecified transport accidents",1,1,0,0,1
2019,"August","Major Cities","Traffic","0-7","Female","Pedestrian","Car, pick-up truck or van",2,19,0,0,2
2019,"August","Major Cities","Traffic","0-7","Male","Car passenger","Car, pick-up truck or van",7,19,0,0,7
2019,"August","Major Cities","Traffic","0-7","Male","Car passenger","Heavy transport vehicle or bus",1,1,0,0,1
2019,"August","Major Cities","Traffic","0-7","Male","Car passenger","Non-collision transport accident",3,16,0,0,3
2019,"August","Major Cities","Traffic","0-7","Male","Motorcyclist","Other and unspecified transport accidents",1,1,0,0,1
2019,"August","Major Cities","Traffic","0-7","Male","Pedal cyclist","Non-collision transport accident",1,1,0,0,1
2019,"August","Major Cities","Traffic","0-7","Male","Pedal cyclist","Other and unspecified transport accidents",4,4,0,0,4
2019,"August","Major Cities","Traffic","0-7","Male","Pedestrian","Car, pick-up truck or van",4,4,0,0,4
2019,"August","Major Cities","Traffic","0-7","Male","Pedestrian","Heavy transport vehicle or bus",1,2,0,0,1
2019,"August","Major Cities","Traffic","17-25","Female","Bus occupant","Car, pick-up truck or van",1,1,0,0,1
2019,"August","Major Cities","Traffic","17-25","Female","Car driver","Car, pick-up truck or van",54,88,0,0,54
2019,"August","Major Cities","Traffic","17-25","Female","Car driver","Fixed or stationary object",16,51,0,0,16
2019,"August","Major Cities","Traffic","17-25","Female","Car driver","Heavy transport vehicle or bus",4,18,0,0,4
2019,"August","Major Cities","Traffic","17-25","Female","Car driver","Non-collision transport accident",5,17,0,0,5
2019,"August","Major Cities","Traffic","17-25","Female","Car passenger","Car, pick-up truck or van",18,26,0,0,18
2019,"August","Major Cities","Traffic","17-25","Female","Car passenger","Fixed or stationary object",9,35,0,0,9
2019,"August","Major Cities","Traffic","17-25","Female","Car passenger","Non-collision transport accident",10,21,0,0,10
2019,"August","Major Cities","Traffic","17-25","Female","Car unknown position","Other and unspecified transport accidents",9,22,0,0,9
2019,"August","Major Cities","Traffic","17-25","Female","Heavy transport driver","Fixed or stationary object",1,1,0,0,1
2019,"August","Major Cities","Traffic","17-25","Female","Motorcyclist","2- or 3- wheeled motor vehicle",1,13,0,0,1
2019,"August","Major Cities","Traffic","17-25","Female","Motorcyclist","Car, pick-up truck or van",4,4,0,0,4
2019,"August","Major Cities","Traffic","17-25","Female","Motorcyclist","Fixed or stationary object",1,6,0,0,1
2019,"August","Major Cities","Traffic","17-25","Female","Motorcyclist","Non-collision transport accident",3,7,0,0,3
2019,"August","Major Cities","Traffic","17-25","Female","Motorcyclist","Other and unspecified transport accidents",3,7,0,0,3
2019,"August","Major Cities","Traffic","17-25","Female","Other or unknown","Other and unspecified transport accidents",2,2,0,0,2
2019,"August","Major Cities","Traffic","17-25","Female","Pedal cyclist","Car, pick-up truck or van",2,7,0,0,2
2019,"August","Major Cities","Traffic","17-25","Female","Pedal cyclist","Fixed or stationary object",1,4,0,0,1
2019,"August","Major Cities","Traffic","17-25","Female","Pedal cyclist","Non-collision transport accident",1,1,0,0,1
2019,"August","Major Cities","Traffic","17-25","Female","Pedal cyclist","Pedal cycle",1,1,0,0,1
2019,"August","Major Cities","Traffic","17-25","Female","Pedestrian","Car, pick-up truck or van",7,77,0,0,7
2019,"August","Major Cities","Traffic","17-25","Female","Pedestrian","Heavy transport vehicle or bus",0,4,0,0,0
2019,"August","Major Cities","Traffic","17-25","Female","Pick-up truck or van occupant","Car, pick-up truck or van",1,8,0,0,1
2019,"August","Major Cities","Traffic","17-25","Male","Car driver","Car, pick-up truck or van",38,70,0,0,38
2019,"August","Major Cities","Traffic","17-25","Male","Car driver","Fixed or stationary object",22,170,0,0,22
2019,"August","Major Cities","Traffic","17-25","Male","Car driver","Heavy transport vehicle or bus",5,8,0,0,5
2019,"August","Major Cities","Traffic","17-25","Male","Car driver","Non-collision transport accident",11,17,1,1,10
2019,"August","Major Cities","Traffic","17-25","Male","Car driver","Pedestrian or animal",1,1,0,0,1
2019,"August","Major Cities","Traffic","17-25","Male","Car passenger","Car, pick-up truck or van",8,12,0,0,8
2019,"August","Major Cities","Traffic","17-25","Male","Car passenger","Fixed or stationary object",11,99,0,0,11
2019,"August","Major Cities","Traffic","17-25","Male","Car passenger","Heavy transport vehicle or bus",1,1,0,0,1
2019,"August","Major Cities","Traffic","17-25","Male","Car passenger","Non-collision transport accident",2,26,0,0,2
2019,"August","Major Cities","Traffic","17-25","Male","Car unknown position","Fixed or stationary object",0,47,0,0,0
2019,"August","Major Cities","Traffic","17-25","Male","Car unknown position","Other and unspecified transport accidents",3,4,0,0,3
2019,"August","Major Cities","Traffic","17-25","Male","Heavy transport driver","Non-collision transport accident",2,2,0,0,2
2019,"August","Major Cities","Traffic","17-25","Male","Motorcyclist","2- or 3- wheeled motor vehicle",1,3,0,0,1
2019,"August","Major Cities","Traffic","17-25","Male","Motorcyclist","Car, pick-up truck or van",16,263,0,0,16
2019,"August","Major Cities","Traffic","17-25","Male","Motorcyclist","Fixed or stationary object",8,75,0,0,8
2019,"August","Major Cities","Traffic","17-25","Male","Motorcyclist","Heavy transport vehicle or bus",2,35,0,0,2
2019,"August","Major Cities","Traffic","17-25","Male","Motorcyclist","Non-collision transport accident",33,74,0,0,33
2019,"August","Major Cities","Traffic","17-25","Male","Motorcyclist","Other and unspecified transport accidents",23,119,0,0,23
2019,"August","Major Cities","Traffic","17-25","Male","Motorcyclist","Other non-motor vehicle",1,1,0,0,1
2019,"August","Major Cities","Traffic","17-25","Male","Motorcyclist","Pedestrian or animal",2,15,0,0,2
2019,"August","Major Cities","Traffic","17-25","Male","Other or unknown","Other and unspecified transport accidents",4,4,0,0,4
2019,"August","Major Cities","Traffic","17-25","Male","Pedal cyclist","2- or 3- wheeled motor vehicle",1,1,0,0,1
2019,"August","Major Cities","Traffic","17-25","Male","Pedal cyclist","Car, pick-up truck or van",8,9,0,0,8
2019,"August","Major Cities","Traffic","17-25","Male","Pedal cyclist","Fixed or stationary object",2,2,0,0,2
2019,"August","Major Cities","Traffic","17-25","Male","Pedal cyclist","Non-collision transport accident",9,11,0,0,9
2019,"August","Major Cities","Traffic","17-25","Male","Pedal cyclist","Other and unspecified transport accidents",5,6,0,0,5
2019,"August","Major Cities","Traffic","17-25","Male","Pedal cyclist","Pedal cycle",1,1,0,0,1
2019,"August","Major Cities","Traffic","17-25","Male","Pedestrian","Car, pick-up truck or van",23,167,1,2,22
2019,"August","Major Cities","Traffic","17-25","Male","Pedestrian","Heavy transport vehicle or bus",1,17,0,0,1
2019,"August","Major Cities","Traffic","17-25","Male","Pick-up truck or van occupant","Car, pick-up truck or van",2,2,0,0,2
2019,"August","Major Cities","Traffic","17-25","Male","Pick-up truck or van occupant","Fixed or stationary object",1,5,0,0,1
2019,"August","Major Cities","Traffic","17-25","Male","Pick-up truck or van occupant","Non-collision transport accident",1,1,0,0,1
2019,"August","Major Cities","Traffic","26-39","Female","Bus occupant","Non-collision transport accident",2,2,0,0,2
2019,"August","Major Cities","Traffic","26-39","Female","Car driver","Car, pick-up truck or van",74,128,0,0,74
2019,"August","Major Cities","Traffic","26-39","Female","Car driver","Fixed or stationary object",9,51,0,0,9
2019,"August","Major Cities","Traffic","26-39","Female","Car driver","Heavy transport vehicle or bus",4,5,0,0,4
2019,"August","Major Cities","Traffic","26-39","Female","Car driver","Non-collision transport accident",3,26,0,0,3
2019,"August","Major Cities","Traffic","26-39","Female","Car passenger","Car, pick-up truck or van",19,38,0,0,19
2019,"August","Major Cities","Traffic","26-39","Female","Car passenger","Fixed or stationary object",4,26,0,0,4
2019,"August","Major Cities","Traffic","26-39","Female","Car passenger","Non-collision transport accident",3,3,0,0,3
2019,"August","Major Cities","Traffic","26-39","Female","Car passenger","Pedestrian or animal",1,4,0,0,1
2019,"August","Major Cities","Traffic","26-39","Female","Car unknown position","Other and unspecified transport accidents",5,7,0,0,5
2019,"August","Major Cities","Traffic","26-39","Female","Heavy transport passenger","Non-collision transport accident",1,1,0,0,1
2019,"August","Major Cities","Traffic","26-39","Female","Motorcyclist","Car, pick-up truck or van",5,97,0,0,5
2019,"August","Major Cities","Traffic","26-39","Female","Motorcyclist","Fixed or stationary object",1,562,0,0,1
2019,"August","Major Cities","Traffic","26-39","Female","Motorcyclist","Non-collision transport accident",5,8,0,0,5
2019,"August","Major Cities","Traffic","26-39","Female","Motorcyclist","Other and unspecified transport accidents",1,1,0,0,1
2019,"August","Major Cities","Traffic","26-39","Female","Motorcyclist","Pedestrian or animal",1,6,0,0,1
2019,"August","Major Cities","Traffic","26-39","Female","Other or unknown","Other and unspecified transport accidents",4,4,0,0,4
2019,"August","Major Cities","Traffic","26-39","Female","Pedal cyclist","Car, pick-up truck or van",8,33,0,0,8
2019,"August","Major Cities","Traffic","26-39","Female","Pedal cyclist","Non-collision transport accident",4,10,0,0,4
2019,"August","Major Cities","Traffic","26-39","Female","Pedal cyclist","Other and unspecified transport accidents",1,1,0,0,1
2019,"August","Major Cities","Traffic","26-39","Female","Pedestrian","2- or 3- wheeled motor vehicle",0,16,0,0,0
2019,"August","Major Cities","Traffic","26-39","Female","Pedestrian","Car, pick-up truck or van",10,37,0,0,10
2019,"August","Major Cities","Traffic","26-39","Female","Pedestrian","Other and unspecified transport accidents",1,3,0,0,1
2019,"August","Major Cities","Traffic","26-39","Female","Pick-up truck or van occupant","Other and unspecified transport accidents",1,1,0,0,1
2019,"August","Major Cities","Traffic","26-39","Male","Car driver","Car, pick-up truck or van",56,145,0,0,56
2019,"August","Major Cities","Traffic","26-39","Male","Car driver","Fixed or stationary object",21,179,0,0,21
2019,"August","Major Cities","Traffic","26-39","Male","Car driver","Heavy transport vehicle or bus",3,3,0,0,3
2019,"August","Major Cities","Traffic","26-39","Male","Car driver","Non-collision transport accident",9,27,0,0,9
2019,"August","Major Cities","Traffic","26-39","Male","Car driver","Other and unspecified transport accidents",2,46,0,0,2
2019,"August","Major Cities","Traffic","26-39","Male","Car passenger","Car, pick-up truck or van",6,6,0,0,6
2019,"August","Major Cities","Traffic","26-39","Male","Car passenger","Fixed or stationary object",6,15,0,0,6
2019,"August","Major Cities","Traffic","26-39","Male","Car passenger","Heavy transport vehicle or bus",2,2,0,0,2
2019,"August","Major Cities","Traffic","26-39","Male","Car passenger","Non-collision transport accident",2,25,0,0,2
2019,"August","Major Cities","Traffic","26-39","Male","Car unknown position","Fixed or stationary object",1,1,0,0,1
2019,"August","Major Cities","Traffic","26-39","Male","Car unknown position","Heavy transport vehicle or bus",1,1,0,0,1
2019,"August","Major Cities","Traffic","26-39","Male","Car unknown position","Other and unspecified transport accidents",2,4,0,0,2
2019,"August","Major Cities","Traffic","26-39","Male","Heavy transport driver","Car, pick-up truck or van",1,1,0,0,1
2019,"August","Major Cities","Traffic","26-39","Male","Heavy transport driver","Fixed or stationary object",1,1,0,0,1
2019,"August","Major Cities","Traffic","26-39","Male","Heavy transport driver","Heavy transport vehicle or bus",1,1,0,0,1
2019,"August","Major Cities","Traffic","26-39","Male","Heavy transport unknown position","Non-collision transport accident",1,1,0,0,1
2019,"August","Major Cities","Traffic","26-39","Male","Motorcyclist","2- or 3- wheeled motor vehicle",2,5,0,0,2
2019,"August","Major Cities","Traffic","26-39","Male","Motorcyclist","Car, pick-up truck or van",29,143,0,0,29
2019,"August","Major Cities","Traffic","26-39","Male","Motorcyclist","Fixed or stationary object",10,60,0,0,10
2019,"August","Major Cities","Traffic","26-39","Male","Motorcyclist","Heavy transport vehicle or bus",2,32,1,3,1
2019,"August","Major Cities","Traffic","26-39","Male","Motorcyclist","Non-collision transport accident",56,209,0,0,56
2019,"August","Major Cities","Traffic","26-39","Male","Motorcyclist","Other and unspecified transport accidents",18,57,0,0,18
2019,"August","Major Cities","Traffic","26-39","Male","Motorcyclist","Pedestrian or animal",2,3,0,0,2
2019,"August","Major Cities","Traffic","26-39","Male","Other or unknown","Other and unspecified transport accidents",6,11,0,0,6
2019,"August","Major Cities","Traffic","26-39","Male","Pedal cyclist","Car, pick-up truck or van",20,37,0,0,20
2019,"August","Major Cities","Traffic","26-39","Male","Pedal cyclist","Fixed or stationary object",7,146,0,0,7
2019,"August","Major Cities","Traffic","26-39","Male","Pedal cyclist","Non-collision transport accident",26,41,0,0,26
2019,"August","Major Cities","Traffic","26-39","Male","Pedal cyclist","Other and unspecified transport accidents",4,5,0,0,4
2019,"August","Major Cities","Traffic","26-39","Male","Pedal cyclist","Pedal cycle",3,5,0,0,3
2019,"August","Major Cities","Traffic","26-39","Male","Pedal cyclist","Pedestrian or animal",1,1,0,0,1
2019,"August","Major Cities","Traffic","26-39","Male","Pedestrian","Car, pick-up truck or van",24,139,0,0,24
2019,"August","Major Cities","Traffic","26-39","Male","Pedestrian","Heavy transport vehicle or bus",2,8,0,0,2
2019,"August","Major Cities","Traffic","26-39","Male","Pick-up truck or van occupant","Non-collision transport accident",1,1,0,0,1
2019,"August","Major Cities","Traffic","40-64","Female","Bus occupant","Car, pick-up truck or van",2,6,0,0,2
2019,"August","Major Cities","Traffic","40-64","Female","Bus occupant","Non-collision transport accident",5,7,0,0,5
2019,"August","Major Cities","Traffic","40-64","Female","Car driver","2- or 3- wheeled motor vehicle",1,1,0,0,1
2019,"August","Major Cities","Traffic","40-64","Female","Car driver","Car, pick-up truck or van",118,182,0,0,118
2019,"August","Major Cities","Traffic","40-64","Female","Car driver","Fixed or stationary object",14,161,0,0,14
2019,"August","Major Cities","Traffic","40-64","Female","Car driver","Heavy transport vehicle or bus",9,11,0,0,9
2019,"August","Major Cities","Traffic","40-64","Female","Car driver","Non-collision transport accident",4,70,0,0,4
2019,"August","Major Cities","Traffic","40-64","Female","Car driver","Other and unspecified transport accidents",2,6,0,0,2
2019,"August","Major Cities","Traffic","40-64","Female","Car driver","Pedestrian or animal",1,1,0,0,1
2019,"August","Major Cities","Traffic","40-64","Female","Car passenger","Car, pick-up truck or van",25,89,0,0,25
